Devedor,TaxaDesemprego,MensalidadesEmDia,Bolsista,UnidadesCurriculares1SemestreAprovado,UnidadesCurriculares1SemestreAvaliacoes,UnidadesCurriculares2SemestreAvaliacoes,UnidadesCurriculares1SemestreGrau,UnidadesCurriculares2SemestreGrau
0,10.8,0,0,0,4,8,0.0,0.0
1,9.4,1,0,5,6,7,10.8,12.0
0,10.8,1,0,7,8,8,15.57,15.57
0,16.2,1,0,7,7,9,1.41142857142857e+16,1591111111111110.0
0,15.5,1,0,0,0,0,0.0,0.0
0,7.6,1,0,4,9,10,11.25,0.0
0,8.9,1,0,0,0,0,0.0,0.0
1,12.7,1,0,3,9,11,11.0,13.5
0,16.2,1,0,0,16,7,0.0,0.0
0,9.4,1,1,3,8,9,15.0,1.16666666666666e+16
1,11.1,0,0,5,12,16,12.8,1.33333333333333e+16
1,10.8,0,0,3,14,16,1.23333333333333e+16,0.0
0,10.8,1,0,5,15,15,12288.0,12288.0
0,10.8,1,0,6,6,11,1.18333333333333e+16,1.11428571428571e+16
1,8.9,0,0,0,5,5,0.0,0.0
0,12.7,1,0,0,5,5,0.0,0.0
0,15.5,1,0,0,0,0,0.0,0.0
0,11.1,1,0,5,11,10,12.1,12.6
0,9.4,1,0,0,6,6,0.0,0.0
1,8.9,0,0,0,6,0,0.0,0.0
0,11.1,1,0,7,7,9,1.38842857142857e+16,14.75
0,16.2,1,0,2,12,20,1.16666666666666e+16,10.5
1,13.9,0,0,0,7,7,0.0,0.0
1,12.7,1,0,5,10,10,13.0,11.5
0,10.8,0,1,3,7,10,1.06666666666666e+16,1.22857142857142e+16
0,9.4,1,0,0,12,0,0.0,0.0
0,10.8,1,0,2,11,9,10.5,0.0
0,11.1,1,0,4,8,14,11.6,13.0
0,13.9,1,0,6,10,10,1.36666666666666e+16,12.25
0,9.4,1,0,4,9,7,10.75,10.0
0,12.7,0,0,0,0,0,0.0,0.0
0,12.4,1,0,5,12,16,1.32857142857142e+16,14.8
1,7.6,0,0,2,7,8,11.5,10.5
0,10.8,0,0,0,6,9,0.0,0.0
1,7.6,1,0,0,5,5,0.0,0.0
0,10.8,0,0,2,14,16,10.5,0.0
0,7.6,1,1,0,9,6,0.0,0.0
0,10.8,0,0,2,5,9,10.5,0.0
1,12.4,0,0,0,9,6,0.0,0.0
1,7.6,0,0,0,5,5,0.0,0.0
0,11.1,1,1,1,14,15,13.0,0.0
0,7.6,1,0,0,10,10,0.0,0.0
0,11.1,1,0,0,15,13,0.0,0.0
0,7.6,1,0,0,0,0,0.0,0.0
1,13.9,0,1,0,0,0,0.0,0.0
0,13.9,1,0,4,16,11,12.0,1.03333333333333e+16
0,8.9,1,0,0,5,0,0.0,0.0
0,15.5,0,0,6,18,21,1.18333333333333e+16,11.0
1,12.7,0,0,0,4,4,0.0,0.0
0,10.8,1,0,4,8,9,13.5,0.0
1,11.1,0,0,5,7,11,12.2,11.5
1,7.6,0,0,3,9,12,1.06666666666666e+16,0.0
1,15.5,1,1,1,7,6,14.0,0.0
0,13.9,1,0,5,11,12,13.0,12.0
0,13.9,1,1,6,7,7,1.38571428571428e+16,1.31428571428571e+16
0,11.1,1,0,0,0,0,0.0,0.0
0,10.8,1,0,0,0,12,0.0,0.0
0,10.8,0,0,0,0,0,0.0,0.0
0,11.1,1,0,5,11,10,10.6,1.17142857142857e+16
0,10.8,1,1,5,7,10,11.2,13125.0
0,11.1,1,0,10,10,11,13.0,11.4
0,10.8,1,0,0,0,0,0.0,0.0
0,7.6,1,1,0,12,12,0.0,0.0
0,9.4,1,0,1,10,12,10.0,0.0
1,8.9,0,0,6,14,16,1.12857142857142e+16,1.03333333333333e+16
0,15.5,1,1,6,6,7,1.38333333333333e+16,0.0
0,10.8,1,1,6,8,9,1.16666666666666e+16,12.0
0,9.4,0,0,0,12,10,0.0,0.0
0,7.6,1,0,0,0,0,0.0,0.0
1,7.6,1,0,5,7,7,13.2,10.6
1,10.8,0,0,0,6,10,0.0,0.0
0,15.5,0,0,0,0,0,0.0,0.0
0,15.5,0,0,0,10,8,0.0,0.0
0,12.7,0,0,0,0,0,0.0,0.0
0,10.8,1,0,0,0,0,0.0,0.0
1,12.7,1,0,5,12,8,1.21666666666666e+16,0.0
0,12.7,1,0,0,4,0,0.0,0.0
0,7.6,1,0,2,8,7,10.0,10.0
0,9.4,1,0,2,11,8,11.5,12.0
1,10.8,0,0,3,9,10,1.16666666666666e+16,11.0
0,13.9,1,0,0,0,0,0.0,0.0
0,11.1,1,0,4,13,11,13.5,11225.0
0,12.7,1,0,2,7,1,10.0,0.0
1,16.2,0,0,4,13,11,13.0,12.0
0,9.4,0,0,3,9,9,10.0,1.23333333333333e+16
0,12.7,0,0,0,4,4,0.0,0.0
0,10.8,1,0,0,0,0,0.0,0.0
0,13.9,1,0,6,8,8,15.0,1.51666666666666e+16
1,9.4,0,0,5,5,5,11.2,12.6
0,12.7,0,0,6,9,8,1.63333333333333e+16,15.6
0,13.9,1,0,0,0,0,0.0,0.0
1,16.2,1,0,6,10,8,1.21666666666666e+16,1.16666666666666e+16
0,7.6,0,0,4,10,15,12.0,1.06666666666666e+16
0,10.8,1,0,5,9,9,11.0,11.25
0,8.9,1,0,0,0,0,0.0,0.0
0,9.4,1,0,8,8,8,1282875.0,1282875.0
1,15.5,0,1,2,16,8,13.0,0.0
0,16.2,1,0,5,10,7,1.12857142857142e+16,0.0
0,10.8,1,1,0,0,11,0.0,10.0
0,16.2,1,1,6,9,9,1.37666666666666e+16,1.37444444444444e+16
0,9.4,0,0,6,9,9,1.27583333333333e+16,1.27583333333333e+16
0,11.1,1,1,0,0,0,0.0,0.0
1,15.5,1,0,0,6,6,0.0,0.0
1,9.4,0,1,2,12,13,13.0,11.5
0,7.6,1,1,2,14,14,11.0,1.03333333333333e+16
1,7.6,0,0,3,8,6,12.0,10.75
0,8.9,1,0,0,6,5,0.0,0.0
1,7.6,0,0,1,6,5,13.0,0.0
1,7.6,1,0,4,9,13,12.0,10.5
0,15.5,1,0,0,0,0,0.0,0.0
0,10.8,1,0,12,22,18,1.21538461538461e+16,12.9
1,12.7,1,0,5,7,6,12.2,1.23333333333333e+16
0,16.2,1,0,0,0,0,0.0,0.0
1,8.9,0,0,5,8,10,1.61666666666666e+16,16.0
0,12.7,1,0,3,8,7,11.0,10.0
0,11.1,1,0,0,18,13,0.0,0.0
1,12.4,0,0,4,11,7,12.5,0.0
0,7.6,1,0,0,0,0,0.0,0.0
0,11.1,0,0,0,0,0,0.0,0.0
1,11.1,0,0,0,6,0,0.0,0.0
0,16.2,1,0,5,10,10,1.15714285714285e+16,13.0
0,10.8,1,0,5,8,9,11.6,11.0
0,9.4,0,0,0,0,0,0.0,0.0
0,7.6,1,0,2,16,15,10.5,10.0
1,15.5,1,0,0,6,8,0.0,0.0
0,12.7,1,0,5,12,13,13.8,14.0
0,16.2,1,0,0,0,0,0.0,0.0
0,15.5,1,0,2,9,9,10.0,0.0
0,7.6,1,0,4,10,11,11.5,1.16666666666666e+16
1,16.2,0,0,0,7,7,0.0,0.0
0,7.6,1,0,3,13,15,10.0,10.0
1,13.9,0,0,0,6,7,0.0,0.0
0,13.9,1,0,6,7,6,1.23333333333333e+16,14.0
0,12.4,1,0,10,16,13,1.14545454545454e+16,12.25
1,11.1,1,0,8,13,12,13.5,14.4
0,10.8,0,0,0,5,6,0.0,0.0
0,12.7,0,0,2,5,0,11.0,0.0
0,16.2,1,0,6,9,13,1.37142857142857e+16,1.43333333333333e+16
1,11.1,0,0,21,26,21,1.23636363636363e+16,12.25
0,12.7,1,0,2,9,10,12.0,1.26666666666666e+16
0,15.5,1,0,0,6,8,0.0,11.5
0,15.5,1,0,2,13,6,13.5,0.0
1,11.1,0,0,11,14,11,1.5090909090909e+16,15.0
0,15.5,1,0,2,8,9,13.5,13.0
0,12.4,1,0,0,5,5,0.0,0.0
0,16.2,1,0,4,12,10,12.65,1.06666666666666e+16
0,16.2,1,0,0,7,7,0.0,0.0
0,7.6,0,0,0,5,5,0.0,0.0
0,13.9,1,0,3,9,8,1.13333333333333e+16,1.11428571428571e+16
0,9.4,1,0,0,0,0,0.0,0.0
0,10.8,1,0,0,0,0,0.0,0.0
0,7.6,0,0,3,7,8,1.16666666666666e+16,10.5
0,16.2,1,0,6,9,6,1.21428571428571e+16,0.0
1,8.9,0,0,5,9,8,1.18333333333333e+16,10.0
0,10.8,0,0,0,5,9,0.0,0.0
0,13.9,1,0,0,5,7,0.0,0.0
0,15.5,1,0,2,9,7,15.0,13.5
0,9.4,1,0,3,11,10,1.36666666666666e+16,1.13333333333333e+16
0,7.6,0,0,0,0,0,0.0,0.0
0,16.2,1,0,0,11,7,0.0,10.0
0,16.2,0,0,0,0,0,0.0,0.0
0,11.1,1,0,0,14,5,0.0,0.0
0,12.7,0,0,2,7,5,13.0,0.0
0,10.8,1,0,0,5,4,0.0,0.0
0,10.8,1,0,0,8,8,0.0,0.0
0,7.6,1,1,4,7,5,12.75,0.0
0,12.7,1,0,5,5,5,15.4,15.6
1,16.2,0,0,2,9,9,1.33333333333333e+16,16.0
0,12.7,1,0,0,5,5,0.0,0.0
0,15.5,1,0,0,0,0,0.0,0.0
0,8.9,1,0,4,7,7,12.25,0.0
0,9.4,1,0,1,8,5,11.0,13.0
0,8.9,1,0,1,8,9,10.0,0.0
0,9.4,0,0,2,10,5,10.5,1.06666666666666e+16
1,15.5,0,1,0,6,6,0.0,0.0
0,7.6,1,0,0,12,10,0.0,0.0
0,16.2,1,0,0,8,10,0.0,0.0
0,9.4,1,1,0,0,0,0.0,0.0
0,15.5,1,0,4,6,18,10.25,11.2
0,12.4,1,0,0,6,6,0.0,0.0
1,11.1,1,0,4,5,8,14.5,1.33333333333333e+16
0,15.5,0,0,0,0,0,0.0,0.0
0,12.4,1,1,0,0,0,0.0,0.0
0,7.6,1,0,0,0,0,0.0,0.0
0,16.2,1,0,4,12,11,11.8,11875.0
0,9.4,1,0,4,10,10,11.5,10.5
0,9.4,1,0,0,8,10,0.0,0.0
0,10.8,1,0,1,11,10,18.0,1.33333333333333e+16
0,12.7,0,0,4,9,6,13.25,11.0
0,9.4,0,0,0,9,5,0.0,0.0
0,7.6,0,0,8,12,8,11.25,1.13333333333333e+16
0,11.1,1,0,6,6,7,1.31666666666666e+16,1.51428571428571e+16
0,11.1,1,1,4,8,10,10.8,12.5
0,13.9,1,0,0,6,5,0.0,0.0
1,15.5,0,0,6,23,15,1.14285714285714e+16,12.0
0,15.5,1,0,8,24,23,12.5,11.6
0,10.8,1,0,0,6,12,0.0,0.0
0,16.2,1,0,0,8,10,0.0,0.0
0,10.8,1,0,4,10,13,11.5,11.0
0,9.4,0,0,3,9,7,12.0,11.0
1,12.4,0,0,4,12,12,12.94,11.58
1,15.5,0,0,0,7,8,0.0,0.0
0,8.9,1,0,0,0,0,0.0,0.0
0,7.6,1,0,4,8,8,11.25,11.0
0,10.8,1,0,0,5,6,0.0,0.0
0,10.8,0,0,4,13,12,11.25,0.0
0,9.4,1,0,0,11,10,0.0,0.0
0,12.7,1,1,4,8,6,10.25,11.25
0,16.2,1,0,0,0,0,0.0,0.0
0,7.6,1,0,0,5,5,0.0,0.0
0,16.2,1,0,0,4,8,0.0,0.0
0,7.6,1,0,0,2,2,0.0,0.0
0,12.7,0,0,0,4,0,0.0,0.0
0,15.5,0,0,0,10,5,0.0,0.0
0,15.5,1,0,6,13,10,1.16666666666666e+16,1.08571428571428e+16
0,9.4,1,0,7,12,8,1.12857142857142e+16,13.0
0,10.8,1,1,6,6,7,12.5,1.26666666666666e+16
0,11.1,1,1,3,9,14,1.23333333333333e+16,12.5
0,15.5,0,0,11,31,24,1.27272727272727e+16,12.7
0,9.4,1,0,1,5,5,14.0,0.0
0,8.9,0,0,0,0,0,0.0,0.0
0,9.4,1,0,0,5,5,0.0,10.0
0,7.6,1,0,0,12,12,0.0,0.0
0,8.9,1,0,7,9,6,13.5,16.2
1,12.4,0,0,0,10,7,0.0,0.0
0,12.7,1,0,9,9,5,1422222222222220.0,12.8
1,15.5,0,0,4,14,16,12.0,0.0
0,9.4,1,1,0,5,5,0.0,0.0
0,12.4,1,0,0,0,0,0.0,0.0
0,15.5,1,0,4,10,7,11.75,0.0
0,13.9,1,0,0,0,0,0.0,0.0
0,9.4,1,0,0,0,0,0.0,0.0
1,8.9,1,1,0,7,6,0.0,0.0
1,10.8,0,0,4,7,8,11.25,11.8
1,13.9,1,0,5,9,11,1.15714285714285e+16,0.0
0,12.4,1,0,4,6,12,12.75,1.26666666666666e+16
0,10.8,1,0,0,4,9,0.0,0.0
0,12.7,0,0,0,5,5,0.0,0.0
0,10.8,1,0,4,6,10,11.25,1.03333333333333e+16
0,13.9,0,0,0,0,0,0.0,0.0
1,16.2,0,0,0,7,5,0.0,0.0
0,9.4,1,0,3,7,7,1.06666666666666e+16,1.13333333333333e+16
0,15.5,0,0,4,10,8,11.5,12.0
0,12.7,1,0,0,0,0,0.0,0.0
0,12.4,1,0,0,0,0,0.0,0.0
1,12.4,0,0,4,13,16,10.5,1.04285714285714e+16
0,15.5,1,1,0,0,0,0.0,0.0
1,16.2,1,0,2,13,10,10.0,15.0
0,10.8,1,0,0,0,0,0.0,0.0
0,10.8,0,0,5,8,0,12.0,0.0
0,8.9,1,0,6,6,8,1.33333333333333e+16,12.8
0,15.5,1,0,0,0,0,0.0,0.0
0,15.5,1,1,6,12,7,1.16666666666666e+16,0.0
0,12.4,1,1,6,6,6,14.5,1.28333333333333e+16
0,12.4,1,0,2,9,5,14.0,0.0
0,13.9,1,1,6,8,6,1.28333333333333e+16,0.0
0,8.9,1,0,0,0,0,0.0,0.0
1,13.9,1,1,2,14,6,10.0,0.0
1,7.6,1,0,2,8,5,10.5,0.0
0,11.1,1,0,6,6,6,14.0,13.5
0,16.2,1,0,2,9,9,10.75,0.0
1,16.2,1,0,4,14,14,11.5,11.0
0,10.8,1,0,2,14,11,10.5,10.0
0,15.5,0,0,0,8,8,0.0,0.0
0,12.7,1,0,3,8,11,1.23333333333333e+16,10.5
0,11.1,1,0,0,6,6,0.0,0.0
0,13.9,1,0,6,12,8,1.21666666666666e+16,11675.0
1,12.7,1,0,5,9,8,11.4,12.2
0,13.9,1,1,0,0,0,0.0,0.0
0,12.7,1,1,6,6,8,13.5,12.8
0,9.4,0,0,0,12,8,0.0,0.0
0,9.4,1,0,2,10,11,10.5,13.0
0,15.5,1,0,5,8,7,13.0,1.31428571428571e+16
0,9.4,1,0,3,9,7,11.0,10.0
0,16.2,1,0,0,7,8,0.0,0.0
0,8.9,1,0,5,6,9,12.4,13.0
0,8.9,0,0,5,8,11,11.6,13.0
0,9.4,1,1,5,8,13,12.2,0.0
0,10.8,1,1,6,8,7,1.23333333333333e+16,12.4
0,10.8,1,0,2,2,1,10.5,11.0
0,10.8,1,0,0,10,7,0.0,12.0
0,11.1,1,0,2,13,12,11.0,12.0
0,7.6,1,0,4,9,12,10.75,0.0
0,12.4,1,0,2,7,10,11.75,0.0
0,9.4,0,0,3,11,14,11.0,0.0
0,16.2,1,0,0,0,0,0.0,0.0
0,10.8,1,0,3,6,9,1.23333333333333e+16,0.0
0,12.4,1,0,4,11,11,11.5,13.5
0,11.1,1,0,0,0,0,0.0,0.0
1,16.2,0,0,4,16,15,11.8,12.0
0,16.2,1,0,6,13,11,1.13333333333333e+16,13.5
0,10.8,1,0,5,12,12,12002.0,12002.0
0,15.5,0,0,5,10,9,15.2,11.0
0,9.4,1,0,0,14,5,0.0,0.0
0,12.7,1,0,0,0,0,0.0,0.0
0,11.1,1,1,6,7,6,11.0,12.2
0,13.9,1,0,4,11,11,10.75,1.13333333333333e+16
0,16.2,0,0,4,11,7,12.6,11575.0
0,8.9,0,0,0,5,5,0.0,0.0
1,10.8,0,0,2,16,12,10.0,12.25
0,15.5,0,0,2,8,5,11.0,11.0
0,11.1,1,0,4,6,5,12.25,0.0
0,15.5,1,0,3,8,9,12.0,11.0
0,16.2,1,0,0,7,13,0.0,13.15
0,16.2,1,0,6,9,11,1.27833333333333e+16,0.0
1,11.1,0,0,0,5,5,0.0,10.0
0,16.2,1,0,0,8,10,0.0,0.0
1,12.7,0,0,0,4,5,0.0,0.0
0,10.8,0,0,2,10,0,12.0,0.0
0,16.2,1,0,4,7,10,10.75,11.0
1,15.5,0,0,0,6,6,0.0,0.0
0,16.2,1,0,5,9,10,12.6,12.75
1,16.2,1,0,0,0,0,0.0,0.0
0,12.4,1,0,1,9,6,10.0,0.0
1,9.4,1,0,0,5,5,0.0,0.0
0,15.5,1,0,3,16,14,11.25,11.2
0,9.4,1,0,3,8,5,1.06666666666666e+16,14.0
0,12.7,1,0,0,5,5,0.0,0.0
0,9.4,0,0,0,6,12,0.0,0.0
1,12.7,1,1,2,11,10,11.5,0.0
1,13.9,1,0,6,7,7,1.64285714285714e+16,1.66666666666666e+16
0,13.9,1,1,2,15,14,10.0,12.0
1,15.5,1,0,6,13,10,1.08571428571428e+16,11.0
1,13.9,0,1,6,6,7,1.08333333333333e+16,11.0
0,16.2,0,0,0,8,10,0.0,0.0
0,12.7,0,0,0,4,0,0.0,0.0
0,7.6,1,0,4,9,6,11.5,11.6
0,9.4,0,0,0,8,5,0.0,0.0
0,12.4,1,0,0,6,6,0.0,0.0
0,8.9,1,0,10,10,10,13.6,13.6
0,10.8,0,0,1,8,9,10.0,10.0
0,13.9,1,0,0,19,6,0.0,0.0
0,11.1,1,0,6,8,10,1.30466666666666e+16,1330625.0
0,10.8,0,0,0,5,10,0.0,0.0
0,15.5,1,1,0,9,8,0.0,10.0
1,10.8,0,0,3,12,14,1.03333333333333e+16,11.0
0,7.6,1,0,3,11,15,13.0,12.0
1,10.8,0,0,0,12,9,0.0,0.0
1,15.5,1,1,0,0,0,0.0,0.0
0,9.4,0,0,2,7,13,12.5,11.0
0,12.4,1,0,0,0,0,0.0,0.0
0,15.5,0,0,5,13,7,12.0,11.0
0,12.4,1,0,0,6,6,0.0,0.0
1,7.6,0,0,5,8,8,12.56,12.56
0,12.7,1,0,0,12,5,0.0,0.0
0,8.9,1,0,6,8,12,1.13333333333333e+16,13.75
0,12.7,1,0,0,0,0,0.0,0.0
0,7.6,1,0,0,5,5,0.0,0.0
0,15.5,0,0,0,5,5,0.0,0.0
1,12.7,0,0,0,0,0,0.0,0.0
0,11.1,1,0,1,7,4,14.0,0.0
0,15.5,0,0,0,5,5,0.0,0.0
0,15.5,1,0,13,20,13,1.24615384615384e+16,11.1
0,8.9,0,0,0,6,0,0.0,0.0
1,11.1,1,0,0,0,0,0.0,0.0
0,11.1,1,1,5,10,8,13.46,122375.0
0,13.9,1,1,0,0,0,0.0,0.0
0,7.6,1,1,5,11,11,12.0,11.0
0,10.8,1,0,0,1,0,0.0,0.0
0,10.8,1,0,0,0,0,0.0,0.0
0,7.6,1,0,0,0,0,0.0,0.0
1,12.4,0,0,0,7,10,0.0,0.0
0,12.7,1,0,11,18,22,13.0,11875.0
0,16.2,1,0,4,13,8,12.5,1.16666666666666e+16
0,12.4,1,0,1,14,13,10.0,12.0
0,12.4,1,0,0,5,6,0.0,0.0
0,9.4,1,0,9,12,8,1.24444444444444e+16,12.0
0,9.4,1,0,0,5,0,0.0,0.0
0,16.2,1,0,4,13,10,12.0,12.0
1,12.4,0,0,5,13,11,11.6,12.25
0,13.9,1,0,0,0,0,0.0,0.0
0,7.6,1,0,0,0,0,0.0,0.0
0,9.4,1,0,0,0,0,0.0,0.0
0,9.4,1,0,14,16,16,1.09285714285714e+16,1.18333333333333e+16
1,8.9,0,0,0,6,7,0.0,0.0
0,15.5,1,0,6,14,11,1.13333333333333e+16,12.4
0,7.6,1,0,1,6,5,11.0,0.0
0,9.4,1,0,0,0,0,0.0,0.0
0,7.6,1,0,0,9,5,0.0,12.5
1,10.8,1,0,1,10,14,13.0,0.0
1,12.7,1,0,0,5,5,0.0,0.0
0,7.6,1,0,0,12,11,0.0,0.0
1,7.6,1,0,1,11,8,16.0,12.25
0,10.8,1,0,0,0,0,0.0,0.0
0,9.4,0,0,4,9,5,12.75,0.0
0,12.7,1,0,0,2,0,0.0,0.0
0,11.1,1,0,4,12,10,10.25,13.0
0,12.4,1,0,0,0,0,0.0,0.0
0,12.4,1,0,3,13,19,10.5,12.0
0,16.2,1,0,0,0,0,0.0,0.0
0,16.2,1,0,0,7,7,0.0,0.0
0,7.6,1,0,3,11,13,1.23333333333333e+16,11.0
0,9.4,1,0,2,6,6,12.0,11.0
1,13.9,1,1,6,8,8,1.32857142857142e+16,12.5
0,16.2,1,0,1,14,11,11.0,1.26666666666666e+16
0,13.9,1,0,0,0,0,0.0,0.0
0,16.2,1,0,14,23,18,1.27857142857142e+16,13875.0
0,9.4,0,0,4,12,5,14.6,12.75
0,16.2,1,0,0,0,0,0.0,0.0
0,10.8,0,0,0,4,10,0.0,0.0
0,13.9,1,1,6,7,8,14.0,12.2
0,16.2,1,1,7,8,8,1.21428571428571e+16,13375.0
0,8.9,1,0,5,8,11,14.4,14.6
0,12.4,1,0,5,11,19,1.22857142857142e+16,14.0
0,12.7,1,0,0,0,0,0.0,0.0
0,12.7,1,0,4,9,9,13.0,12.25
0,11.1,1,0,4,6,11,12.0,1.13333333333333e+16
0,7.6,1,0,14,25,22,1.24285714285714e+16,1.19090909090909e+16
0,12.7,0,0,0,0,0,0.0,0.0
1,16.2,0,0,4,11,9,12.0,1.18333333333333e+16
0,12.4,1,1,6,6,7,13.0,1.31428571428571e+16
0,10.8,1,0,6,6,8,1.31666666666666e+16,14.2
0,12.7,1,0,5,21,21,10.9,11.7
0,7.6,1,1,5,5,9,12.6,13.0
0,10.8,0,0,3,8,7,1.46666666666666e+16,13.0
0,7.6,1,0,0,0,0,0.0,0.0
0,10.8,1,0,2,15,12,10.0,0.0
0,12.7,1,1,4,11,10,12.25,11.0
1,11.1,1,0,0,0,0,0.0,0.0
0,12.4,1,0,0,0,0,0.0,0.0
1,8.9,0,0,0,6,5,0.0,0.0
1,13.9,0,0,5,8,9,11.6,12.0
0,9.4,0,0,12,17,16,11.75,1222222222222220.0
0,9.4,1,0,3,7,7,1.13333333333333e+16,1.36666666666666e+16
0,12.4,1,0,5,10,8,12.5,13.5
1,11.1,0,0,0,0,0,0.0,0.0
0,15.5,1,0,0,0,0,0.0,0.0
0,12.7,1,1,1,9,6,10.0,0.0
0,15.5,1,0,4,8,0,11.25,0.0
0,10.8,1,0,1,12,12,12.0,0.0
0,16.2,0,0,3,9,11,11.75,11.5
1,7.6,0,0,0,0,0,0.0,0.0
0,9.4,1,0,5,8,6,1.53333333333333e+16,15.4
0,12.7,1,0,0,0,0,0.0,0.0
0,13.9,1,0,6,7,6,1.16666666666666e+16,1.23333333333333e+16
1,9.4,0,0,0,0,0,0.0,0.0
0,9.4,1,0,5,16,10,11.4,1.28333333333333e+16
0,13.9,1,0,1,14,6,11.0,0.0
1,12.4,0,0,0,0,0,0.0,0.0
0,7.6,1,0,3,8,11,1.03333333333333e+16,10.0
0,15.5,1,0,2,7,6,14.5,10.0
0,10.8,1,0,3,7,7,1.06666666666666e+16,10.5
1,8.9,0,1,6,7,8,1.34285714285714e+16,1.13333333333333e+16
1,10.8,0,0,5,11,8,13.2,10.75
1,12.4,1,0,5,7,10,12.2,12.25
1,11.1,1,0,0,9,8,0.0,0.0
0,13.9,1,1,6,6,6,13.0,13.0
1,16.2,1,0,5,13,15,1.31428571428571e+16,1.26666666666666e+16
0,16.2,1,0,0,0,0,0.0,0.0
0,9.4,0,1,0,13,5,0.0,0.0
0,15.5,1,0,0,9,8,0.0,0.0
0,11.1,1,0,1,10,5,10.0,0.0
0,13.9,1,0,0,0,0,0.0,0.0
0,13.9,0,0,0,9,6,0.0,0.0
0,12.4,1,0,4,7,6,12.6,13.0
0,13.9,1,0,7,13,8,12375.0,11.25
0,8.9,0,0,0,6,0,0.0,0.0
0,16.2,1,0,0,7,6,0.0,0.0
0,8.9,1,0,0,6,5,0.0,0.0
0,13.9,1,0,4,12,14,10.8,11.0
0,7.6,1,0,6,6,12,13.0,0.0
0,8.9,0,0,0,0,0,0.0,0.0
1,15.5,1,0,6,8,9,1.15714285714285e+16,1.15714285714285e+16
1,8.9,0,0,4,6,6,11.5,11.0
0,15.5,1,0,0,6,8,0.0,0.0
0,9.4,0,0,5,9,14,11.2,10.0
0,16.2,1,0,0,2,8,0.0,0.0
1,9.4,1,0,1,5,5,10.0,0.0
1,8.9,0,1,5,14,15,12.36,12.0
1,10.8,0,0,0,5,6,0.0,0.0
0,10.8,1,0,1,8,9,13.0,12.25
0,11.1,1,0,0,0,0,0.0,0.0
0,13.9,1,0,3,10,7,10.25,12.0
0,10.8,1,0,5,9,10,12.4,1.06666666666666e+16
0,10.8,0,0,6,7,6,12.0,12.0
0,12.7,1,1,1,9,7,9.8,0.0
0,7.6,1,1,0,7,5,0.0,0.0
1,13.9,1,1,3,13,12,1.23333333333333e+16,13.0
1,8.9,0,0,0,6,5,0.0,0.0
0,12.7,1,0,5,9,11,12.4,11.0
0,13.9,1,0,0,0,0,0.0,0.0
0,9.4,1,0,7,11,13,1.32857142857142e+16,11.6
0,7.6,1,1,4,10,16,11.5,10.5
0,11.1,1,0,1,10,6,12.0,0.0
0,11.1,1,0,10,12,11,12.0,11.0
0,7.6,1,0,1,8,8,10.0,13.0
0,10.8,0,0,12,22,8,1.33333333333333e+16,12875.0
0,11.1,1,0,1,16,13,12.0,0.0
0,10.8,0,0,4,9,11,11.25,1.01666666666666e+16
0,16.2,1,0,1,13,7,14.0,0.0
0,15.5,0,0,1,17,8,13.0,0.0
0,7.6,1,0,2,13,14,11.0,11.0
1,12.4,0,0,4,11,10,12.86,1.15666666666666e+16
0,12.7,0,0,0,0,0,0.0,0.0
0,13.9,1,0,0,0,0,0.0,0.0
0,12.7,1,0,0,0,0,0.0,0.0
0,11.1,1,0,6,8,10,16.0,14625.0
0,10.8,0,0,0,5,6,0.0,0.0
0,12.7,0,0,1,7,5,13.0,14.0
1,12.7,0,0,4,14,6,10.0,10.0
0,10.8,1,0,0,0,0,0.0,0.0
0,7.6,1,0,2,8,10,10.5,0.0
0,12.4,0,0,5,8,7,12.5,1.35714285714285e+16
0,9.4,1,0,0,0,0,0.0,0.0
0,16.2,1,0,0,9,8,0.0,10.0
0,7.6,0,0,5,19,12,1.21666666666666e+16,12.0
1,7.6,0,0,2,9,8,11.0,11.5
0,7.6,0,0,1,8,6,11.0,1.06666666666666e+16
0,16.2,0,0,2,17,10,12.5,0.0
0,7.6,0,0,7,10,9,1.21428571428571e+16,12.25
0,7.6,1,0,3,8,10,12.0,1.13333333333333e+16
0,9.4,0,0,0,8,0,0.0,0.0
1,8.9,0,0,5,7,7,12.0,1.16666666666666e+16
0,7.6,1,0,2,13,12,12.0,13.0
0,13.9,1,0,0,18,7,0.0,0.0
0,9.4,1,0,0,0,0,0.0,0.0
1,11.1,1,0,2,15,7,12.0,0.0
0,16.2,1,0,1,17,23,12.0,10.5
0,13.9,1,0,3,7,7,12.0,11.0
0,15.5,0,0,2,12,9,11.5,0.0
0,16.2,1,0,0,12,10,0.0,0.0
0,12.4,1,0,0,0,0,0.0,0.0
0,10.8,0,0,3,7,10,1.26666666666666e+16,13125.0
1,15.5,0,0,0,6,5,0.0,0.0
0,7.6,1,0,5,8,8,11.8,10.5
0,9.4,0,0,2,12,13,11.5,13.0
1,7.6,1,0,4,9,12,11.0,1.13333333333333e+16
0,12.7,1,0,0,0,0,0.0,0.0
0,13.9,1,0,3,12,11,1.37666666666666e+16,1.20666666666666e+16
0,7.6,1,0,13,17,14,1.16153846153846e+16,1.25454545454545e+16
0,11.1,1,0,0,5,5,0.0,0.0
0,9.4,0,0,0,8,8,0.0,0.0
0,15.5,1,0,0,0,0,0.0,0.0
